Time [s]	Amp[A]
9.011376  0.53
9.011878  0.54
9.012378  0.54
9.012879  0.63
9.013380  0.40
9.013881  0.47
9.014382  0.54
9.014884  0.53
9.015385  0.57
9.015885  0.51
9.016387  0.69
9.016888  0.57
9.017389  0.54
9.017891  0.42
9.018391  0.45
9.018892  0.51
9.019393  0.48
9.019895  0.57
9.020395  0.51
9.020896  0.47
9.021397  0.59
9.021898  0.50
9.022399  0.51
9.022900  0.61
9.023401  0.59
9.023903  0.56
9.024404  0.45
9.024905  0.59
9.025406  0.56
9.025907  0.59
9.026408  0.64
9.026909  0.64
9.027410  0.57
9.027912  0.66
9.028413  0.59
9.028915  0.53
9.029415  0.53
9.029916  0.56
9.030418  0.63
9.030918  0.61
9.031419  0.64
9.031920  0.72
9.032421  0.59
9.032922  0.66
9.033423  0.64
9.033924  0.47
9.034426  0.56
9.034926  0.57
9.035427  0.70
9.035928  0.57
9.036429  0.56
9.036930  0.61
9.037432  0.40
9.037932  0.59
9.038434  0.59
9.038934  0.56
9.039436  0.47
9.039938  0.63
9.040439  0.57
9.040941  0.69
9.041441  0.59
9.041943  0.72
9.042443  0.64
9.042944  0.56
9.043445  0.63
9.043946  0.61
9.044447  0.61
9.044949  0.53
9.045451  0.61
9.045951  0.56
9.046453  0.75
9.046954  0.69
9.047455  0.57
9.047956  0.61
9.048457  0.53
9.048959  0.53
9.049461  0.72
9.049961  0.63
9.050462  0.53
9.050963  0.66
9.051465  0.69
9.051967  0.75
9.052467  0.54
9.052968  0.51
9.053469  0.67
9.053970  0.61
9.054471  0.48
9.054972  0.40
9.055473  0.53
9.055975  0.50
9.056476  0.56
9.056976  0.69
9.057477  0.50
9.057978  0.69
9.058479  0.57
9.058980  0.56
9.059481  0.66
9.059983  0.53
9.060483  0.66
9.060984  0.59
9.061485  0.59
9.061987  0.61
9.062488  0.59
9.062989  0.66
9.063490  0.64
9.063991  0.69
9.064492  0.67
9.064993  0.48
9.065495  0.73
9.065995  0.57
9.066496  0.66
9.066998  0.57
9.067499  0.59
9.067999  0.73
9.068501  0.50
9.069002  0.59
9.069503  0.59
9.070005  0.59
9.070505  0.64
9.071006  0.64
9.071508  0.56
9.072009  0.63
9.072510  0.54
9.073011  0.73
9.073512  0.57
9.074014  0.57
9.074514  0.56
9.075015  0.51
9.075516  0.59
9.076017  0.51
9.076519  0.59
9.077019  0.51
9.077520  0.56
9.078022  0.67
9.078523  0.66
9.079024  0.70
9.079526  0.56
9.080027  0.61
9.080528  0.59
9.081029  0.69
9.081530  0.59
9.082031  0.70
9.082532  0.57
9.083033  0.53
9.083534  0.56
9.084035  0.70
9.084537  0.61
9.085037  0.63
9.085538  0.57
9.086039  0.67
9.086540  0.72
9.087041  0.53
9.087542  0.57
9.088043  0.69
9.088544  0.63
9.089046  0.54
9.089547  0.61
9.090048  0.70
9.090549  0.50
9.091049  0.57
9.091550  0.54
9.092051  0.57
9.092552  0.61
9.093054  0.61
9.093554  0.63
9.094056  0.57
9.094557  0.53
9.095057  0.66
9.095558  0.51
9.096059  0.69
9.096560  0.64
9.097061  0.50
9.097562  0.66
9.098063  0.63
9.098564  0.64
9.099065  0.53
9.099567  0.69
9.100068  0.67
9.100568  0.66
9.101070  0.66
9.101570  0.70
9.102071  0.57
9.102573  0.80
9.103074  0.59
9.103576  0.47
9.104076  0.53
9.104578  0.66
9.105080  0.69
9.105580  0.64
9.106081  0.70
9.106582  0.66
9.107084  0.56
9.107584  0.72
9.108085  0.54
9.108587  0.56
9.109087  0.67
9.109588  0.64
9.110089  0.64
9.110591  0.57
9.111092  0.59
9.111592  0.72
9.112093  0.72
9.112595  0.61
9.113095  0.48
9.113596  0.66
9.114097  0.66
9.114599  0.61
9.115099  0.57
9.115600  0.63
9.116102  0.64
9.116603  0.57
9.117104  0.51
9.117605  0.67
9.118105  0.64
9.118606  0.53
9.119107  0.75
9.119608  0.70
9.120109  0.67
9.120611  0.72
9.121111  0.59
9.121612  0.66
9.122114  0.72
9.122614  0.51
9.123115  0.64
9.123616  0.64
9.124118  0.69
9.124619  0.56
9.125120  0.57
9.125621  0.53
9.126122  0.63
9.126623  0.66
9.127124  0.54
9.127625  0.63
9.128127  0.61
9.128628  0.51
9.129129  0.56
9.129630  0.64
9.130132  0.56
9.130634  0.72
9.131135  0.47
9.131635  0.59
9.132136  0.67
9.132638  0.57
9.133139  0.63
9.133641  0.70
9.134142  0.59
9.134644  0.61
9.135145  0.50
9.135646  0.63
9.136147  0.70
9.136648  0.69
9.137149  0.61
9.137651  0.63
9.138151  0.76
9.138653  0.59
9.139153  0.67
9.139655  0.59
9.140156  0.70
9.140656  0.72
9.141157  0.64
9.141658  0.67
9.142159  0.61
9.142660  0.57
9.143161  0.64
9.143662  0.64
9.144163  0.66
9.144665  0.63
9.145166  0.73
9.145667  0.63
9.146167  0.56
9.146668  0.69
9.147169  0.45
9.147670  0.61
9.148172  0.61
9.148673  0.75
9.149175  0.63
9.149677  0.67
9.150179  0.69
9.150681  0.69
9.151182  0.56
9.151682  0.51
9.152183  0.59
9.152684  0.57
9.153186  0.51
9.153686  0.53
9.154187  0.69
9.154688  0.64
9.155190  0.57
9.155691  0.61
9.156193  0.61
9.156694  0.50
9.157195  0.66
9.157696  0.57
9.158198  0.57
9.158698  0.59
9.159199  0.63
9.159700  0.54
9.160202  0.57
9.160703  0.63
9.161204  0.72
9.161705  0.51
9.162206  0.50
9.162707  0.69
9.163208  0.57
9.163709  0.76
9.164210  0.59
9.164711  0.56
9.165212  0.67
9.165713  0.50
9.166214  0.66
9.166716  0.54
9.167216  0.53
9.167718  0.69
9.168218  0.54
9.168719  0.56
9.169220  0.50
9.169721  0.54
9.170222  0.51
9.170724  0.59
9.171225  0.48
9.171725  0.66
9.172226  0.64
9.172727  0.56
9.173229  0.57
9.173730  0.57
9.174231  0.59
9.174732  0.66
9.175234  0.64
9.175735  0.59
9.176237  0.48
9.176737  0.75
9.177238  0.63
9.177739  0.48
9.178241  0.50
9.178741  0.56
9.179242  0.57
9.179744  0.47
9.180244  0.45
9.180745  0.53
9.181246  0.66
9.181747  0.54
9.182248  0.57
9.182750  0.63
9.183250  0.66
9.183751  0.54
9.184253  0.63
9.184753  0.69
9.185254  0.50
9.185755  0.66
9.186256  0.56
9.186757  0.50
9.187258  0.57
9.187759  0.57
9.188260  0.56
9.188762  0.53
9.189262  0.53
9.189763  0.56
9.190264  0.51
9.190765  0.53
9.191267  0.57
9.191768  0.42
9.192270  0.50
9.192770  0.54
9.193272  0.61
9.193774  0.45
9.194274  0.47
9.194776  0.63
9.195276  0.56
9.195778  0.57
9.196279  0.48
9.196781  0.51
9.197282  0.50
9.197784  0.56
9.198286  0.69
9.198786  0.59
9.199287  0.50
9.199788  0.57
9.200289  0.61
9.200791  0.59
9.201292  0.47
9.201794  0.51
9.202294  0.51
9.202795  0.56
9.203296  0.63
9.203797  0.47
9.204298  0.53
9.204799  0.44
9.205300  0.72
9.205802  0.53
9.206302  0.50
9.206803  0.54
9.207304  0.63
9.207806  0.66
9.208307  0.57
9.208807  0.61
9.209309  0.61
9.209809  0.40
9.210310  0.69
9.210812  0.48
9.211313  0.64
9.211813  0.66
9.212314  0.50
9.212815  0.47
9.213316  0.51
9.213818  0.63
9.214318  0.61
9.214820  0.51
9.215322  0.48
9.215822  0.56
9.216323  0.59
9.216825  0.51
9.217326  0.61
9.217827  0.44
9.218328  0.59
9.218830  0.54
9.219331  0.59
9.219831  0.70
9.220332  0.63
9.220833  0.53
9.221335  0.51
9.221836  0.54
9.222337  0.63
9.222838  0.53
9.223340  0.54
9.223842  0.66
9.224343  0.66
9.224844  0.50
9.225345  0.50
9.225846  0.67
9.226347  0.50
9.226848  0.72
9.227350  0.66
9.227850  0.51
9.228352  0.53
9.228852  0.50
9.229353  0.40
9.229855  0.51
9.230356  0.48
9.230857  0.56
9.231358  0.54
9.231859  0.69
9.232360  0.40
9.232861  0.47
9.233363  0.47
9.233863  0.63
9.234364  0.54
9.234866  0.47
9.235366  0.40
9.235867  0.42
9.236368  0.53
9.236870  0.45
9.237371  0.40
9.237871  0.51
9.238372  0.61
9.238873  0.56
9.239375  0.48
9.239876  0.50
9.240377  0.42
9.240879  0.63
9.241379  0.53
9.241881  0.45
9.242382  0.56
9.242884  0.40
9.243385  0.54
9.243885  0.53
9.244386  0.45
9.244887  0.63
9.245388  0.48
9.245889  0.48
9.246390  0.56
9.246892  0.42
9.247392  0.54
9.247894  0.50
9.248395  0.56
9.248895  0.51
9.249397  0.45
9.249897  0.51
9.250399  0.50
9.250900  0.47
9.251401  0.53
9.251902  0.59
9.252403  0.53
9.252904  0.47
9.253405  0.50
9.253907  0.45
9.254409  0.48
9.254910  0.54
9.255411  0.48
9.255912  0.42
9.256413  0.47
9.256914  0.47
9.257416  0.67
9.257917  0.45
9.258418  0.63
9.258919  0.36
9.259420  0.45
9.259922  0.31
9.260422  0.50
9.260924  0.61
9.261425  0.47
9.261925  0.48
9.262426  0.54
9.262927  0.45
9.263429  0.57
9.263929  0.40
9.264430  0.47
9.264931  0.63
9.265433  0.48
9.265933  0.63
9.266434  0.54
9.266936  0.57
9.267437  0.44
9.267939  0.64
9.268440  0.47
9.268941  0.63
9.269442  0.47
9.269943  0.45
9.270445  0.40
9.270945  0.48
9.271446  0.37
9.271947  0.37
9.272448  0.45
9.272950  0.39
9.273450  0.44
9.273952  0.39
9.274453  0.40
9.274954  0.42
9.275456  0.53
9.275957  0.44
9.276458  0.54
9.276960  0.59
9.277461  0.45
9.277961  0.51
9.278462  0.57
9.278963  0.54
9.279465  0.53
9.279965  0.45
9.280466  0.47
9.280968  0.56
9.281469  0.51
9.281969  0.61
9.282470  0.48
9.282971  0.56
9.283473  0.48
9.283973  0.56
9.284475  0.69
9.284976  0.59
9.285478  0.45
9.285978  0.63
9.286479  0.66
9.286981  0.57
9.287481  0.76
9.287983  0.70
9.288485  0.66
9.288985  0.73
9.289487  0.81
9.289988  0.75
9.290488  0.86
9.290989  0.83
9.291491  0.78
9.291991  0.67
9.292492  0.78
9.292994  0.67
9.293494  0.81
9.293995  0.78
9.294496  0.80
9.294997  0.80
9.295498  0.67
9.296000  0.69
9.296501  0.64
9.297002  0.73
9.297502  0.73
9.298003  0.69
9.298504  0.75
9.299005  0.66
9.299507  0.76
9.300007  0.70
9.300509  0.80
9.301009  0.84
9.301511  0.81
9.302012  0.80
9.302513  0.69
9.303014  0.84
9.303516  0.53
9.304017  0.69
9.304518  0.78
9.305018  0.73
9.305519  0.89
9.306020  0.80
9.306521  0.57
9.307023  0.69
9.307524  0.63
9.308026  0.75
9.308527  0.59
9.309028  0.80
9.309530  0.81
9.310031  0.86
9.310532  0.87
9.311034  0.67
9.311534  0.76
9.312035  0.81
9.312537  0.72
9.313037  0.83
9.313538  0.84
9.314040  0.78
9.314542  0.80
9.315042  0.73
9.315544  0.78
9.316045  0.75
9.316546  0.72
9.317048  0.89
9.317548  0.73
9.318049  0.72
9.318550  0.80
9.319051  0.84
9.319553  0.75
9.320054  0.75
9.320555  0.76
9.321056  0.80
9.321557  0.81
9.322058  0.80
9.322560  0.70
9.323060  0.84
9.323561  0.66
9.324062  0.86
9.324563  0.76
9.325065  0.86
9.325566  0.83
9.326066  0.69
9.326567  0.76
9.327068  0.76
9.327569  0.76
9.328070  0.86
9.328572  0.81
9.329072  0.70
9.329573  0.89
9.330074  0.76
9.330576  0.80
9.331076  0.75
9.331577  0.86
9.332078  0.87
9.332579  0.75
9.333080  0.75
9.333581  0.70
9.334082  0.76
9.334583  0.72
9.335085  0.72
9.335586  0.75
9.336087  0.93
9.336588  0.69
9.337090  0.83
9.337590  0.78
9.338092  0.76
9.338592  0.75
9.339094  0.80
9.339595  0.75
9.340095  0.81
9.340597  0.84
9.341098  0.78
9.341599  0.76
9.342101  0.80
9.342601  0.78
9.343102  0.81
9.343603  0.78
9.344105  0.78
9.344606  0.73
9.345106  0.76
9.345608  0.76
9.346110  0.67
9.346611  0.78
9.347111  0.70
9.347612  0.64
9.348114  0.75
9.348614  0.69
9.349115  0.80
9.349617  0.81
9.350117  0.81
9.350618  0.75
9.351119  0.72
9.351621  0.84
9.352121  0.83
9.352622  0.80
9.353123  0.86
9.353624  0.78
9.354125  0.80
9.354626  0.83
9.355127  0.78
9.355628  0.75
9.356130  0.70
9.356632  0.78
9.357132  0.76
9.357633  0.76
9.358135  0.84
9.358635  0.78
9.359136  0.72
9.359637  0.78
9.360139  0.76
9.360640  0.78
9.361141  0.75
9.361642  0.72
9.362143  0.75
9.362645  0.70
9.363145  0.64
9.363646  0.75
9.364147  0.73
9.364649  0.80
9.365149  0.84
9.365651  0.75
9.366152  0.56
9.366654  0.84
9.367155  0.63
9.367655  0.67
9.368156  0.92
9.368658  0.69
9.369159  0.72
9.369661  0.63
9.370161  0.72
9.370662  0.86
9.371163  0.61
9.371664  0.76
9.372166  0.83
9.372666  0.78
9.373167  0.66
9.373669  0.72
9.374169  0.73
9.374671  0.67
9.375171  0.70
9.375673  0.75
9.376173  0.63
9.376674  0.81
9.377175  0.73
9.377676  0.84
9.378178  0.57
9.378678  0.64
9.379179  0.76
9.379680  0.72
9.380181  0.66
9.380683  0.66
9.381184  0.69
9.381685  0.75
9.382187  0.81
9.382687  0.84
9.383188  0.70
9.383690  0.78
9.384191  0.50
9.384692  0.81
9.385192  0.72
9.385693  0.72
9.386195  0.83
9.386695  0.57
9.387196  0.73
9.387697  0.73
9.388199  0.86
9.388700  0.78
9.389201  0.67
9.389702  0.70
9.390203  0.70
9.390704  0.78
9.391205  0.72
9.391707  0.78
9.392208  0.78
9.392708  0.57
9.393209  0.80
9.393710  0.76
9.394211  0.81
9.394712  0.86
9.395213  0.72
9.395714  0.75
9.396216  0.81
9.396716  0.73
9.397217  0.81
9.397719  0.83
9.398219  0.69
9.398720  0.72
9.399221  0.78
9.399723  0.66
9.400224  0.87
9.400726  0.76
9.401226  0.83
9.401727  0.89
9.402228  0.84
9.402729  0.87
9.403231  0.80
9.403733  0.84
9.404233  0.86
9.404735  0.84
9.405235  0.83
9.405737  0.73
9.406238  0.61
9.406739  0.83
9.407240  0.81
9.407741  0.73
9.408242  0.89
9.408744  0.70
9.409245  0.83
9.409746  0.73
9.410247  0.73
9.410748  0.86
9.411250  0.84
9.411750  0.83
9.412251  0.80
9.412752  0.89
9.413253  0.89
9.413755  0.81
9.414256  0.81
9.414757  0.75
9.415258  0.80
9.415759  0.90
9.416260  0.73
9.416761  0.75
9.417262  0.78
9.417763  0.93
9.418265  0.84
9.418765  0.81
9.419266  0.73
9.419767  0.89
9.420268  0.89
9.420769  0.75
9.421271  0.80
9.421772  0.81
9.422273  0.75
9.422775  0.89
9.423276  0.66
9.423777  0.80
9.424278  0.81
9.424780  0.78
9.425280  0.92
9.425782  0.86
9.426283  0.81
9.426783  0.89
9.427284  0.73
9.427785  0.69
9.428287  0.75
9.428787  0.89
9.429288  0.86
9.429789  0.78
9.430290  0.90
9.430791  0.81
9.431293  0.81
9.431795  0.83
9.432295  0.87
9.432797  0.80
9.433297  0.86
9.433798  0.84
9.434299  0.80
9.434800  0.86
9.435301  0.80
9.435802  0.83
9.436303  0.83
9.436804  0.89
9.437306  0.75
9.437806  0.75
9.438307  0.78
9.438808  0.84
9.439310  0.75
9.439811  0.75
9.440313  0.86
9.440813  0.72
9.441314  0.80
9.441815  0.80
9.442316  0.93
9.442818  0.95
9.443319  0.90
9.443820  0.81
9.444321  0.84
9.444822  0.75
9.445323  0.83
9.445824  0.86
9.446326  0.84
9.446826  0.81
9.447327  0.76
9.447829  0.73
9.448330  0.87
9.448831  0.90
9.449332  0.78
9.449834  0.76
9.450334  0.87
9.450835  0.84
9.451337  0.90
9.451837  0.63
9.452338  0.78
9.452840  0.75
9.453340  0.87
9.453842  0.83
9.454342  0.80
9.454843  0.76
9.455344  0.75
9.455845  0.81
9.456346  0.90
9.456848  0.76
9.457348  0.93
9.457849  0.80
9.458350  0.81
9.458852  0.78
9.459353  0.87
9.459854  0.78
9.460354  0.86
9.460855  0.92
9.461357  0.83
9.461859  0.84
9.462361  0.78
9.462862  0.84
9.463362  0.84
9.463863  0.83
9.464365  0.81
9.464865  0.83
9.465366  0.87
9.465867  0.80
9.466368  0.86
9.466870  0.81
9.467370  0.75
9.467872  0.75
9.468372  0.81
9.468873  0.87
9.469374  0.75
9.469875  0.83
9.470376  0.86
9.470877  0.84
9.471378  0.87
9.471880  0.80
9.472381  0.81
9.472883  0.90
9.473383  0.78
9.473884  0.76
9.474385  0.90
9.474886  0.70
9.475387  0.84
9.475888  0.84
9.476389  0.86
9.476890  0.67
9.477391  0.73
9.477892  0.81
9.478394  0.72
9.478894  0.75
9.479395  0.86
9.479896  0.83
9.480397  0.81
9.480898  0.80
9.481399  0.87
9.481900  0.84
9.482402  0.84
9.482903  0.86
9.483404  0.76
9.483905  0.87
9.484406  0.81
9.484907  0.72
9.485408  0.87
9.485909  0.86
9.486410  0.92
9.486911  0.93
9.487412  0.76
9.487913  0.75
9.488415  0.84
9.488915  0.84
9.489416  0.92
9.489918  0.87
9.490419  0.83
9.490920  0.86
9.491421  0.84
9.491922  0.75
9.492424  0.70
9.492924  0.73
9.493425  0.80
9.493927  0.84
9.494428  0.83
9.494929  0.80
9.495430  0.78
9.495932  0.78
9.496433  0.83
9.496934  0.81
9.497436  0.89
9.497937  0.83
9.498438  0.98
9.498940  0.93
9.499441  0.84
9.499942  0.89
9.500443  1.01
9.500944  0.83
9.501445  0.81
9.501947  0.81
9.502448  0.73
9.502949  0.80
9.503450  0.86
9.503951  0.87
9.504453  0.83
9.504954  0.81
9.505455  0.92
9.505956  0.89
9.506458  0.83
9.506959  0.80
9.507460  0.87
9.507961  0.73
9.508463  0.84
9.508964  0.89
9.509466  0.95
9.509966  0.87
9.510468  0.78
9.510969  0.80
9.511470  0.83
9.511972  0.83
9.512472  0.87
9.512973  0.78
9.513474  0.87
9.513975  0.83
9.514476  0.76
9.514978  0.83
9.515478  0.76
9.515980  0.81
9.516481  0.90
9.516982  0.83
9.517483  0.93
9.517983  0.78
9.518484  0.86
9.518986  0.83
9.519487  0.86
9.519987  0.93
9.520488  0.81
9.520989  0.75
9.521491  0.92
9.521993  0.89
9.522493  0.81
9.522995  0.80
9.523495  0.80
9.523997  0.84
9.524497  0.73
9.524999  0.76
9.525500  0.86
9.526001  0.80
9.526503  0.93
9.527004  0.80
9.527504  0.72
9.528005  0.73
9.528506  0.78
9.529007  0.73
9.529508  0.78
9.530009  0.81
9.530511  0.73
9.531012  0.80
9.531514  0.80
9.532015  0.81
9.532517  0.89
9.533018  0.86
9.533519  0.76
9.534021  0.84
9.534523  0.78
9.535024  0.81
9.535525  0.78
9.536026  0.87
9.536527  0.70
9.537029  0.80
9.537529  0.73
9.538031  0.72
9.538531  0.76
9.539033  0.73
9.539534  0.75
9.540035  0.78
9.540536  0.84
9.541038  0.73
9.541538  0.75
9.542039  0.78
9.542540  0.57
9.543041  0.81
9.543542  0.81
9.544044  0.78
9.544544  0.75
9.545045  0.73
9.545546  0.80
9.546047  0.78
9.546548  0.66
9.547049  0.80
9.547551  0.70
9.548052  0.73
9.548552  0.76
9.549053  0.78
9.549554  0.87
9.550056  0.83
9.550556  0.80
9.551058  0.66
9.551558  0.70
9.552060  0.72
9.552561  0.84
9.553062  0.75
9.553563  0.69
9.554064  0.75
9.554565  0.75
9.555066  0.75
9.555568  0.75
9.556069  0.66
9.556570  0.78
9.557070  0.81
9.557571  0.67
9.558072  0.80
9.558573  0.70
9.559074  0.73
9.559575  0.56
9.560077  0.80
9.560578  0.75
9.561078  0.75
9.561580  0.73
9.562080  0.66
9.562582  0.73
9.563082  0.67
9.563584  0.66
9.564086  0.66
9.564586  0.70
9.565088  0.90
9.565588  0.72
9.566089  0.80
9.566591  0.61
9.567091  0.80
9.567592  0.81
9.568093  0.69
9.568594  0.73
9.569096  0.69
9.569597  0.87
9.570098  0.73
9.570599  0.78
9.571100  0.92
9.571601  0.72
9.572102  0.78
9.572603  0.70
9.573104  0.83
9.573605  0.76
9.574106  0.69
9.574607  0.83
9.575109  0.67
9.575609  0.75
9.576110  0.66
9.576611  0.66
9.577112  0.63
9.577614  0.75
9.578114  0.66
9.578615  0.73
9.579116  0.64
9.579617  0.76
9.580118  0.66
9.580619  0.76
9.581120  0.80
9.581622  0.73
9.582122  0.72
9.582623  0.76
9.583124  0.78
9.583625  0.86
9.584127  0.78
9.584627  0.75
9.585128  0.80
9.585629  0.81
9.586130  0.84
9.586632  0.81
9.587133  0.80
9.587634  0.69
9.588134  0.83
9.588636  0.81
9.589136  0.75
9.589637  0.83
9.590138  0.78
9.590640  0.72
9.591140  0.81
9.591642  0.83
9.592142  0.87
9.592644  0.67
9.593146  0.75
9.593647  0.90
9.594149  0.72
9.594649  0.83
9.595150  0.78
9.595651  0.70
9.596152  0.76
9.596654  0.73
9.597154  0.73
9.597655  0.86
9.598157  0.78
9.598657  0.72
9.599158  0.73
9.599660  0.81
9.600160  0.72
9.600661  0.73
9.601162  0.80
9.601663  0.72
9.602164  0.83
9.602665  0.78
9.603166  0.81
9.603667  0.76
9.604168  0.73
9.604669  0.76
9.605170  0.83
9.605671  0.66
9.606172  0.64
9.606673  0.61
9.607175  0.83
9.607675  0.86
9.608177  0.90
9.608677  0.76
9.609178  0.72
9.609679  0.78
9.610180  0.73
9.610682  0.75
9.611183  0.90
9.611683  0.80
9.612184  0.83
9.612685  0.83
9.613187  0.86
9.613687  0.70
9.614189  0.67
9.614689  0.80
9.615190  0.70
9.615692  0.72
9.616192  0.63
9.616693  0.66
9.617194  0.70
9.617695  0.75
9.618196  0.76
9.618697  0.92
9.619198  0.72
9.619699  0.83
9.620200  0.78
9.620701  0.81
9.621202  0.83
9.621703  0.81
9.622205  0.80
9.622705  0.69
9.623207  0.78
9.623709  0.72
9.624210  0.73
9.624711  0.70
9.625213  0.69
9.625714  0.80
9.626215  0.72
9.626717  0.76
9.627217  0.66
9.627718  0.84
9.628220  0.75
9.628720  0.73
9.629221  0.57
9.629722  0.75
9.630224  0.78
9.630725  0.76
9.631226  0.83
9.631728  0.69
9.632228  0.80
9.632730  0.76
9.633231  0.87
9.633733  0.76
9.634233  0.80
9.634734  0.67
9.635236  0.81
9.635736  0.76
9.636238  0.72
9.636738  0.75
9.637239  0.75
9.637741  0.75
9.638241  0.76
9.638743  0.67
9.639244  0.90
9.639744  0.67
9.640245  0.59
9.640746  0.56
9.641247  0.64
9.641748  0.75
9.642250  0.70
9.642752  0.80
9.643253  0.78
9.643753  0.72
9.644254  0.72
9.644755  0.64
9.645256  0.73
9.645757  0.72
9.646258  0.81
9.646759  0.73
9.647260  0.78
9.647762  0.78
9.648262  0.64
9.648763  0.73
9.649265  0.75
9.649765  0.72
9.650267  0.70
9.650767  0.69
9.651268  0.75
9.651770  0.78
9.652271  0.66
9.652771  0.84
9.653272  0.75
9.653774  0.81
9.654274  0.70
9.654775  0.78
9.655276  0.81
9.655777  0.66
9.656278  0.72
9.656779  0.69
9.657280  0.75
9.657781  0.73
9.658283  0.70
9.658784  0.76
9.659285  0.76
9.659787  0.81
9.660288  0.78
9.660789  0.72
9.661290  0.73
9.661791  0.78
9.662292  0.92
9.662794  0.70
9.663296  0.72
9.663796  0.69
9.664297  0.67
9.664798  0.76
9.665299  0.72
9.665801  0.76
9.666303  0.78
9.666803  0.81
9.667305  0.78
9.667805  0.78
9.668307  0.83
9.668808  0.80
9.669308  0.69
9.669810  0.75
9.670312  0.75
9.670813  0.83
9.671314  0.59
9.671816  0.83
9.672316  0.76
9.672817  0.72
9.673318  0.83
9.673820  0.76
9.674321  0.78
9.674821  0.80
9.675322  0.78
9.675823  0.84
9.676325  0.67
9.676826  0.75
9.677326  0.70
9.677827  0.75
9.678328  0.72
9.678829  0.73
9.679330  0.86
9.679832  0.83
9.680332  0.83
9.680833  0.98
9.681335  0.73
9.681835  0.76
9.682337  0.70
9.682838  0.75
9.683338  0.81
9.683839  0.66
9.684340  0.56
9.684841  0.76
9.685342  0.78
9.685843  0.66
9.686345  0.73
9.686846  0.72
9.687347  0.87
9.687849  0.75
9.688349  0.75
9.688850  0.67
9.689351  0.73
9.689852  0.87
9.690354  0.83
9.690854  0.72
9.691355  0.78
9.691856  0.70
9.692357  0.75
9.692858  0.75
9.693360  0.86
9.693862  0.80
9.694363  0.81
9.694865  0.78
9.695365  0.81
9.695867  0.70
9.696368  0.95
9.696868  0.78
9.697369  0.78
9.697871  0.84
9.698371  0.76
9.698873  0.83
9.699373  0.92
9.699874  0.81
9.700376  0.70
9.700877  0.76
9.701378  0.72
9.701879  0.70
9.702380  0.76
9.702881  0.90
9.703382  0.76
9.703883  0.83
9.704384  0.72
9.704886  0.80
9.705387  0.75
9.705889  0.76
9.706390  0.87
9.706890  0.81
9.707392  0.81
9.707893  0.89
9.708393  0.76
9.708894  0.73
9.709395  0.72
9.709896  0.90
9.710397  0.75
9.710898  0.76
9.711399  0.69
9.711901  0.83
9.712402  0.80
9.712902  0.69
9.713404  0.80
9.713904  0.75
9.714405  0.70
9.714907  0.73
9.715409  0.81
9.715909  0.66
9.716410  0.76
9.716911  0.89
9.717413  0.69
9.717914  0.78
9.718414  0.76
9.718916  0.83
9.719416  0.92
9.719918  0.76
9.720418  0.73
9.720919  0.67
9.721420  0.70
9.721922  0.76
9.722422  0.84
9.722924  0.67
9.723424  0.67
9.723925  0.69
9.724427  0.70
9.724928  0.81
9.725430  0.83
9.725932  0.80
9.726433  0.78
9.726935  0.70
9.727436  0.81
9.727937  0.72
9.728439  0.86
9.728939  0.84
9.729440  0.80
9.729942  0.78
9.730442  0.78
9.730943  0.76
9.731444  0.80
9.731945  0.78
9.732447  0.84
9.732947  0.78
9.733448  0.78
9.733950  0.66
9.734451  0.76
9.734951  0.76
9.735452  0.72
9.735953  0.97
9.736454  0.83
9.736955  0.73
9.737456  0.86
9.737958  0.76
9.738458  0.83
9.738960  0.67
9.739461  0.70
9.739962  0.80
9.740463  0.76
9.740963  0.83
9.741464  0.76
9.741965  0.83
9.742467  0.72
9.742967  0.81
9.743468  0.81
9.743969  0.78
9.744471  0.81
9.744972  0.90
9.745473  0.75
9.745975  0.73
9.746475  0.75
9.746976  0.84
9.747477  0.59
9.747979  0.90
9.748480  0.70
9.748980  0.76
9.749481  0.89
9.749982  0.70
9.750483  0.73
9.750984  0.76
9.751485  0.72
9.751986  0.80
9.752487  0.81
9.752988  0.78
9.753490  0.73
9.753991  0.78
9.754491  0.76
9.754992  0.83
9.755494  0.73
9.755995  0.81
9.756497  0.80
9.756997  0.66
9.757499  0.73
9.758000  0.83
9.758501  0.73
9.759002  0.72
9.759503  0.67
9.760004  0.72
9.760506  0.70
9.761007  0.73
9.761508  0.70
9.762010  0.72
9.762511  0.89
9.763012  0.76
9.763514  0.83
9.764014  0.75
9.764516  0.69
9.765016  0.78
9.765518  0.78
9.766018  0.81
9.766519  0.84
9.767020  0.78
9.767521  0.87
9.768022  0.80
9.768523  0.81
9.769024  0.84
9.769525  0.86
9.770026  0.70
9.770527  0.81
9.771028  0.69
9.771530  0.81
9.772032  0.83
9.772532  0.86
9.773034  0.83
9.773534  0.80
9.774035  0.75
9.774537  0.81
9.775039  0.69
9.775539  0.75
9.776040  0.76
9.776541  0.90
9.777042  0.80
9.777543  0.75
9.778044  0.73
9.778546  0.78
9.779048  0.76
9.779548  0.75
9.780050  0.75
9.780550  0.72
9.781051  0.73
9.781552  0.83
9.782054  0.83
9.782555  0.70
9.783057  0.78
9.783557  0.75
9.784059  0.76
9.784559  0.72
9.785060  0.76
9.785561  0.70
9.786062  0.86
9.786563  0.73
9.787064  0.76
9.787565  0.81
9.788066  0.73
9.788567  0.83
9.789068  0.78
9.789570  0.76
